# destino_id,destino_nombre_es,zona_nombre,clave_mkp,Cangooroo ID,Cangooroo Nombre,Cangooroo ID,Cangooroo ID
227,La Tortuga Hotel & Spa,Playa del Carmen,LATOR,,,,
731,La Valise Tulum,Tulúm,VALISE,,,,
890,La Zebra,Tulúm,LAZE,,,,
12,Lahia Condominios,Cancún,LAHI,,,,
424,Las Anclas,Cozumel DownTown,,,,,
103,Las Gaviotas Hotel & Suites,Cancún,GAVIO,,,,
202,Las Golondrinas,Playa del Carmen,LASGO,,,,
233,Las Palapas,Playa del Carmen,PALAP,,,,
694,Las Perlas Condo Hotel Playa del Carmen,Playa del Carmen,CONDOPERLA,,,,
334,Las Villas Akumal,Playa del Carmen,VILLAK,,,,
550,Le Blanc Resort,Los Cabos - Corredor Turistico,LEBC,,,,
359,Le Blanc Spa Resort,Cancún,LEBLA,,,,
4,Le Meridien,Cancún,LEME,,,,
470,Le Reve Hotel & Spa,Playa del Carmen,REVE,,,,
118,Live Aqua Beach Resort Cancún,Cancún,LAQUA,,,,
725,Live Aqua Boutique Resort Playa del Carmen,Playa del Carmen,LIVE,,,,
892,Magic Blue Spa Boutique Hotel Playa del Carmen,Playa del Carmen,MAGIB,,,,
894,Mahekal Beach Resort,Playa del Carmen,MAHE,,,,
554,Maravilla Los Cabos,Los Cabos - Corredor Turistico,MARAC,,,,
578,Marina Fiesta Resort,Los Cabos - Cabo San Lucas,MARIFIR,,,,
730,Marina Las Jaibas,Playa Mujeres,JAIBAS,,,,
576,Marina Sol,Los Cabos - Cabo San Lucas,MARINAC,,,,
543,Marquis,Los Cabos - Corredor Turistico,MARC,,,,
37,Marriot Casa Magna,Cancún,MCDL1,,,,
11,Marriott Cancun Resort,Cancún,MCDL1,,,,
417,Mary Carmen,Cozumel DownTown,MCH,,,,
47,Maya Caribe,Cancún,MAYCA,,,,
700,Maya Del Mar,Playa del Carmen,MAYMAR,,,,
691,Mayambe Private Village,Playa Mujeres,MAYAM,,,,
703,Mayan Monkey Cancun,Cancún,MONKEY,,,,
18,ME by Melia,Cancún,MTRH2,,,,
574,Me Cabo,Los Cabos - Cabo San Lucas,MECAC,,,,
128,Me Cancún - Complete Me,Cancún,,,,,
383,Melia Cozumel Golf & Beach Resort,Cozumel Zona Norte,MECZ,,,,
28,Mia Cancun Resort,Cancún,MIA,,,,
553,Montage Resort,Los Cabos - Corredor Turistico,MONTC,,,,
224,Moon Gate,Playa del Carmen,MOONGATE,,,,
101,Moon Palace,Cancún,MOOJ1,,,,
460,Moon Palace Grand,Cancún,MOONG,,,,
459,Moon Palace Sunrise,Cancún,MOOJ2,,,,
204,Mosquito Beach,Playa del Carmen,MOSB,,,,
190,Mosquito Blue Hotel & Spa,Playa del Carmen,MOSQ,,,,
282,NH Riviera,Puerto Morelos,NHRIV,,,,
457,Nizuc Resort & Spa,Cancún,NIZUC,,,,
687,Now Emerald Cancun,Cancún,NOWEMERALD,,,,
49,NYX Hotel Cancun,Cancún,NYX,,,,
439,Oasis América,Cancún,,,,,
126,Oasis Cancún,Cancún,OASF1,,,,
138,Oasis Palm Beach,Cancún,OASBE,,,,
70,Oasis Playa,Cancún,PLAYA,,,,
326,Oasis Riviera Maya,Playa del Carmen,,,,,
108,Oasis Smart,Cancún,AMERI,,,,
116,Oasis Viva,Cancún,CAVIV,,,,
510,Occidental Costa Cancún,Cancún,CSTS2,,,,
404,Occidental Grand Cozumel,Cozumel Zona B,OCCI,,,,
297,Occidental Grand Xcaret,Playa del Carmen,FLAM,,,,
511,Occidental Tucancún,Cancún,BTUCAN,,,,
335,Ocean Breeze Boutique & Golf Riviera Maya,Playa del Carmen,OCEANBO,,,,
278,Ocean Coral And Turquesa Todo Incluido Resort,Puerto Morelos,H10,,,,
741,Ocean Dream,Cancún,OCEAND,,,,
61,Ocean Spa Hotel,Cancún,OCLUB,,,,
25,Ocean View Cancun Arenas,Cancún,OCEANVA,,,,
100,Omni Cancún Hotel & Villas,Cancún,OROH0,,,,
534,Omni Los Cabis,Los Cabos - San Jose del Cabo,OMNIC,,,,
195,Omni Puerto Aventura,Puerto Aventuras,OMPA,,,,
438,One,Cancún,ONE,,,,
541,One & Only Palmilla,Los Cabos - Corredor Turistico,ONEY,,,,
212,Paamul Hotel Playa,Playa del Carmen,PAMU,,,,
545,Paradisus,Los Cabos - Corredor Turistico,PARACA,,,,
452,Paradisus Cancún,Cancún,PARADIC,,,,
180,Paradisus La Esmeralda,Playa del Carmen,PARIE,,,,
229,Paradisus La Perla,Playa del Carmen,PARIP,,,,
803,Park Royal Beach Cancún,Cancún,PARKROY,,,,
522,Parque Xcaret,Playa del Carmen,XCAR,,,,
523,Parque Xplor,Playa del Carmen,XPLOR,,,,
234,Paseo del Sol,Playa del Carmen,ENCAN,,,,
413,Pepita,Cozumel DownTown,,,,,
272,Petit Lafitte Hotel,Playa del Carmen,PETIT,,,,
723,Planet Hollywood Beach Resort Cancun,Playa Mujeres,PLAHORE,,,,
399,Playa Azul  Golf  Inclusive,Cozumel Zona Sur,AZUL,,,,
251,Playa del Karma,Playa del Carmen,KARM,,,,
727,Playa Encantada,Playa del Carmen,PLYENC,,,,
584,Playa Grande Resort,Los Cabos - Cabo San Lucas,PLAYAGR,,,,
200,Playa Palms Hotel,Playa del Carmen,PALMS,,,,
474,Playacar Palace,Playa del Carmen,PALACE,,,,
420,Plaza Cozumel,Cozumel DownTown,PLZS1,,,,
476,Plaza Playcar,Playa del Carmen,,,,,
268,Porto Playa Condo Hotel and Beach Club,Playa del Carmen,PORTOC,,,,
776,"Portobello 1BR Puerto Aventuras, by KVR",Puerto Aventuras,BELLO,,,,
173,Posada Mariposa Hotel Boutique,Playa del Carmen,MARIP,,,,
538,Posada Real,Los Cabos - San Jose del Cabo,POSR,,,,
429,Presidente Int,Cozumel Zona Sur,PRST1,,,,
83,Presidente Intercontinental Cancun,Cancún,STOF2,,,,
798,Pueblito Escondido by Mistik,Cancún,ESCO,,,,
209,Pueblito Luxury CondoHotel,Playa del Carmen,PUE,,,,
573,Pueblo Bonito Los Cabos,Los Cabos - Cabo San Lucas,PUEBLC,,,,
588,Pueblo Bonito Montecristo,Los Cabos - Pacifica,PUBOMO,,,,
590,Pueblo Bonito Pacifica,Los Cabos - Pacifica,PUBOPA,,,,
572,Pueblo Bonito Rose,Los Cabos - Cabo San Lucas,PUEBC,,,,
589,Pueblo Bonito Sunset,Los Cabos - Pacifica,PUBOSU,,,,
517,Puerto Nuevo,Puerto Nuevo (Ensenada),,,,,
516,Punta Estero,Punta Estero (Ensenada),,,,,
320,Pure Mareazul Beachfront,Playa del Carmen,PUMZ,,,,
84,Q Bay,Cancún,QBAY,,,,
252,Quinta Palmera Hotel Boutique,Playa del Carmen,QUINP,,,,
5,Radisson Hacienda Cancún,Cancún,HOCEN,,,,
115,Ramada Cancun City,Cancún,RAMADA,,,,
444,Real Inn Cancún,Cancún,REAL,,,,
472,Real Playa del Carmen,Playa del Carmen,BANA,,,,
903,Reflect Crystal Grand Cancun,,,,,,
222,Reina Roja Hotel,Playa del Carmen,ROJA,Reina Roja,220265,,
739,Renaissance Cancún Resort & Marina,Cancún,RENA,,,,
313,Retiro Maya Tulum Cabañas,Playa del Carmen,RETI,,,,
102,Ritz Carlton Cancun,Cancún,RITZC,,,,
13,Riu Cancun,Cancún,RIUC,,,,
39,Riu Caribe,Cancún,RIUCA,,,,
503,Riu Dunamar,Playa Mujeres,DUNAP,,,,
230,Riu Lupita,Playa del Carmen,RIULUP,,,,
567,Riu Palace Baja California,Los Cabos - Cabo San Lucas,RIUPB,,,,
661,Riu Palace Costa Mujeres,Playa Mujeres,RIUPCM,,,,
23,Riu Palace Las Americas,Cancún,RIUA,,,,
211,Riu Palace Mexico,Playa del Carmen,RIUP,,,,
41,Riu Palace Peninsula,Cancún,RIUPE,,,,
184,Riu Palace Riviera Maya,Playa del Carmen,RIUR,,,,
219,Riu Playacar,Playa del Carmen,RIUPY,,,,
568,Riu Santa Fe,Los Cabos - Cabo San Lucas,RIUSA,,,,
203,Riu Tequila,Playa del Carmen,RIUT,,,,
192,Riu Yucatán,Playa del Carmen,RIUY,,,,
518,Rosarito,Rosarito (Ensenada),ROSARITO,,,,
218,Rosewood Mayakoba,Playa del Carmen,ROSE,,,,
273,Royal Hideaway Playacar,Playa del Carmen,HIDE,,,,
752,Royal playa del carmen,Playa del Carmen,THEROY,,,,
98,Royal Resort,Cancún,,,,,
536,Royal Solaris,Los Cabos - San Jose del Cabo,ROYS,,,,
88,Royal Solaris Cancún,Cancún,RYLS2,,,,
449,Royal Sunset,Cancún,SUNSE,,,,
436,Royalton Riviera Cancun,Puerto Morelos,ROYALT,,,,
743,Royalton Suites Cancun,Cancún,ROYALTR,,,,
231,Sahara Playa Del Carmen,Playa del Carmen,SAHARA,,,,
514,San Antonio de las Minas,San Antonio de las Minas (Ensenada),,,,,
92,Sandos Cancún Luxury Resort,Cancún,SANDOC,,,,
363,Sandos Caracol Eco Resort and Spa,Playa del Carmen,CARAV,,,,
583,Sandos Finisterra,Los Cabos - Cabo San Lucas,SANFIC,,,,
240,Sandos Gala Playacar,Playa del Carmen,MAER,,,,
686,SC Hotel Playa del Carmen,Playa del Carmen,SCHOTEL,,,,
431,Scuba Club CZM,Cozumel Zona Sur,SCUBA,,,,
110,Sea Adventure Resort and Waterpark,Puerto Morelos,SEA,,,,
728,Sea By C,Playa Mujeres,SEAC,,,,
432,Secrets Aura,Cozumel Zona A,AURA,,,,
330,Secrets Capri Riviera Cancún,Playa del Carmen,SECRE,,,,
316,Secrets Maroma Beach Riviera Cancún,Puerto Morelos,VENTA,,,,
394,Secrets Playa Mujeres,Playa Mujeres,SECREP,,,,
294,Secrets Silversands Riviera Cancún,Puerto Morelos,SILV,,,,
45,Secrets The Vine Cancún,Cancún,VINE,,,,
688,Selina Cancun Hotel Zone,Cancún,SELINA,,,,
704,Selina Playa del Carmen,Puerto Morelos,SELINAPY,,,,
756,Senses Riviera Maya by Artisan,Playa del Carmen,ARTI,,,,
557,Sheraton Grand Hacienda del Mar Los Cabos,Los Cabos - Corredor Turistico,SHEC,,,,
664,Siesta Fiesta Hotel PDC,Playa del Carmen,SIESTA,,,,
409,Sol Calbañas,Cozumel Zona Norte,SOCR1,,,,
549,Solaz Los Cabos,Los Cabos - Corredor Turistico,SOLAC,,,,
73,Solymar Cancún Beach and Resort,Cancún,SOLY,,,,
140,Sotavento Hotel,Cancún,SOTA,,,,
696,Suite 24 Hotel Boutique,Playa del Carmen,SUIT24,,,,
371,Suites Bahía,Cozumel DownTown,SUITB,,,,
113,Suites Cancún Center,Cancún,SUITCA,,,,
418,Suites Colonial,Cozumel DownTown,COLON,,,,
442,Suites Gaby,Cancún,SUITGA,,,,
31,Sun Palace,Cancún,PUER4,,,,
720,Sunrise 42 Hotel,Playa del Carmen,SUN42,,,,
563,Sunrock Hotel,Los Cabos - Cabo San Lucas,SUNC,,,,
433,Sunscape Sabor,Cozumel Zona A,SUNSC,,,,
746,Sunset Marina Resort & Yacht Club,Cancún,LAGOO,,,,
685,Sunset Marina Resorts & Yatch Club,Cancún,SUNM,,,,
91,Temptation Resort Spa Cancún,Cancún,TEMP,,,,
585,Terrasol Beach Resort,Los Cabos - Pacifica,TERRACA,,,,
582,Tesoro Los Cabos,Los Cabos - Cabo San Lucas,TECA,,,,
93,The Beloved Hotel Playa Mujeres,Playa Mujeres,BELO,,,,
564,The Cape,Los Cabos - Cabo San Lucas,CAPC,,,,
698,The Carmen Hotel,Playa del Carmen,THECARM,,,,
801,The Fives Beach Hotel & Residences,Playa del Carmen,FIVERESI,,,,
755,The Fives Downtown Hotel & Residences,Playa del Carmen,FIVESDHR,,,,
760,The Grand Bliss at Vidanta Riviera Maya,Playa del Carmen,BLRM,,,,
753,The Grand Mayan at Vidanta Riviera Maya,Playa del Carmen,GRANM,,,,
673,The Reef 28,Playa del Carmen,THEREEF,,,,
471,The Reef Coco Beach,Playa del Carmen,REFCO,,,,
215,The Reef Playacar,Playa del Carmen,REF,,,,
587,The Resort at Pedregal,Los Cabos - Pacifica,REPEDRE,,,,
738,The Royal Cancun,Cancún,ROYIC,,,,
454,The Royal Caribbean,Cancún,ROYCA,,,,
199,The Royal Haciendas Resort,Playa del Carmen,ROYALH,,,,
455,The Royal Islander,Cancún,ROYIS,,,,
42,The Royal Sands,Cancún,ROYSA,,,,
707,The Shore,Playa del Carmen,SHORE,,,,
469,The Tide Resort,Playa del Carmen,TIDE,,,,
542,The Westin Resort,Los Cabos - Corredor Turistico,THEWE,,,,
445,Torre Dorada Cancun,Cancún,TORRED,,,,
484,Tropical Casa Blanca Party Hotel,Playa del Carmen,TROPIC,,,,
665,TRS Coral Costa Mujeres,Playa Mujeres,TRS,,,,
491,Unico 20 87 Hotel Riviera Maya,Puerto Aventuras,UNICO,,,,
689,V10 Smart Hotels,Playa del Carmen,V10,,,,
346,Valentín Imperial Maya,Puerto Morelos,HACIV,,,,
504,Valle de Guadalupe,Valle de guadalupe,VALLE,,,,
546,Ventanas al Paraiso,Los Cabos - Corredor Turistico,VENP,,,,
759,Ventus at Marina El Cid Spa & Beach Resort Cancún Riviera Maya,Puerto Morelos,VENTUS,,,,
757,Viceroy Riviera Maya,Playa del Carmen,VICERR,,,,
466,Vidanta Resort,Puerto Morelos,VDTA,,,,
24,View Mediterrando Suites Cancun,Cancún,MEDIT,,,,
702,Villa Alejandra Hotel Boutique,Playa del Carmen,ALEJANDRA,,,,
571,Villa del Arco,Los Cabos - Cabo San Lucas,VILDC,,,,
249,Villa Del Mar Playa del Carmen,Playa del Carmen,MAR,,,,
569,Villa del Palmar,Los Cabos - Cabo San Lucas,VILPC,,,,
121,Villa del Palmar Cancún Beach Resort and Spa,Playa Mujeres,VILPAL,,,,
679,Villa Eden,Cozumel Zona Sur,VILLAEDEN,,,,
570,Villa la Estancia,Los Cabos - Cabo San Lucas,VILEC,,,,
494,Villa maroma,Riviera Maya,VILLAMAR,,,,
680,Villa Naiik en Siaan Kaan,Tulúm,VILLANAIK,,,,
302,Villa Tulum,Tulúm,VILLAST,,,,
407,Villablanca Garden Beach Hotel,Cozumel Zona Sur,VILLABLA,,,,
258,Villas Amanecer,Playa del Carmen,VILAM,,,,
375,Villas Caribe,Cozumel DownTown,,,,,
262,Villas Flamingo,Playa del Carmen,ITALY,,,,
52,Villas Marlin,Cancún,MARLI,,,,
172,Villas Xtacay Playacar,Playa del Carmen,XTACAY,,,,
376,Vista del Mar Boutique Hotel,Cozumel DownTown,VISTAM,,,,
255,Viva Wyndham Azteca,Playa del Carmen,AZTECA,,,,
248,Viva Wyndham Maya,Playa del Carmen,VIVAM,,,,
562,Welk Resort,Los Cabos - Cabo San Lucas,WELK,,,,
132,Westin Lagunamar,Cancún,WESR2,,,,
64,Westin Regina,Cancún,WESR1,,,,
246,White Sand,Playa del Carmen,WSAND,,,,
872,Wyndham Garden Playa del Carmen,Playa del Carmen,HOLI,,,,
182,Xaman-Ha Condominiums,Playa del Carmen,XAMAN,,,,
62,Xbalamqué Resort and Spa,Cancún,XBAL,,,,
722,Xcala Illusion Express,Playa del Carmen,XCALAIL,,,,
521,Xel-Há,Tulúm,XELHA,,,,
682,Xio Akumal,Tulúm,XIOAKU,,,,
660,Xolumado Inspiration Village By Karisma,Puerto Morelos,XOLUM,,,,
296,Zoetry Paraíso de la Bonita Riviera Maya,Puerto Morelos,ZOE,,,,
419,Zuanayoly,Cozumel DownTown,,,,,
,Cancún,KRYG,,,,,
904,Tucan Hostel,Cancún,TUHOS,,,,
905,Casa Mexicana,Cancún,CASMEX,,,,
906,Hotel Santa Maria,Cancún,HSTMAR,,,,
907,Extended Suites Cancún Cumbres,Cancún,EXSUCUM,,,,
908,IT Hotel & Residences,Playa del Carmen,KLR,,,,
909,La Armonía by Bunik,Playa del Carmen,ABUNIK,,,,
910,The Sian Ka an at Grand Tulum,Puerto Aventuras,SIANKA,,,,
911,PriceTravel Holding,Cancún,OFIPRICE,,,,
912,Hotel Parador,Cancún,PARAD,,,,
913,Residencial Cumbres,Cancún,RESCUM,,,,
914,El Rey Del Caribe,Cancún,REYCB,,,,
915,Hotel Rivemar,Cancún,RVMC,,,,
916,GR Caribe by Solaris,Cancún,RYLS3,,,,
917,Salvia Cancún,Cancún,SALVI,,,,
918,Hotel Soberanis Cancún,Cancún,SOBER,,,,
919,Suites Malecon Cancun,Cancún,SUIMAL,,,,
920,Cancun Suites El Patio,Cancún,SUIPA,,,,
921,Hotel terra caribe,Cancún,TERRACAR,,,,
922,Villas Tropical,Cancún,VTROP,,,,
923,Óleo Cancun Playa All Inclusive Boutique Resort,Cancún,YALR1,,,,
924,Terminal de Cruceros Punta Langosta Cozumel,Cozumel Zona Sur,PTALANG,,,,
925,Wyndham Cozumel Hotel & Resort,Cozumel DownTown,REFF,,,,
926,Sunscape Sabor Cozumel,Cozumel DownTown,SABOR,,,,
927,The Westin Cozumel,Cozumel DownTown,THEWEST,,,,
928,The Explorean Cozumel All Inclusive,Cozumel DownTown,THEX,,,,
929,Villa Casa del Mar,Puerto Morelos,VCMAR,,,,
931,Playa del Carmen Hotel by H&A,,,,,,
,Playa del Carmen,PBYHA,,,,,
932,Plaza Playacar,,,,,,
,Playa del Carmen,PLAZAP,,,,,
933,Popol Vuh,Playa del Carmen,POPOL,,,,
934,La Playa Condo,Playa del Carmen,PYCON,,,,
935,Hotel Coco Rio,Playa del Carmen,RIO,,,,
936,Hotel Riviera Caribe Maya,Playa del Carmen,RIVCA,,,,
937,Riviera Maya Suites,Playa del Carmen,RIVIERAMAY,,,,
938,Riviera Del Sol,Playa del Carmen,RIVSOL,,,,
939,Rosa del Viento,Tulúm,ROSAV,,,,
940,Royal Porto Real,,,,,,
,Playa del Carmen,ROYAL,,,,,
941,Sunset Fishermen Beach Resort,,,,,,
,Playa del Carmen,ROYSU,,,,,
943,Hotel Select Inn Quinta Playa del Carmen,,,,,,
,Playa del Carmen,SELECTQUIN,,,,,
944,Soho Playa Hotel,Playa del Carmen,SOHO,,,,
946,The Palm at Playa,Playa del Carmen,THEP,,,,
947,Thompson Beach House,Playa del Carmen,THOMP,,,,
948,Thompson Playa del Carmen,Playa del Carmen,THOMPY,,,,
949,One Playa del Carmen,Playa del Carmen,TOPC,,,,
950,Unic Design Hotel,Playa del Carmen,UNICD,,,,
951,Hotel Vista Caribe,Playa del Carmen,VISCA,,,,
952,Villa la Joya,Playa del Carmen,VLAJOYA,,,,
953,Xtudio Comfort Hotel by Xperience Hotels,Playa del Carmen,XTUDIO,,,,
954,Condominio Torre Turquesa,Puerto Aventuras,TORRET,,,,
955,Puerto Juárez Ferry Dock,Playa Mujeres,PTOJU,,,,
956,Puerto Morelos,,,,,,
,Puerto Morelos,PTOMO,,,,,
957,Xoximilco,Puerto Morelos,XOXI,,,,
958,Casa de las Ola,,,,,,
,Tulúm,OLAS,,,,,
959,Papaya Playa Project,Tulúm,PAPLAY,,,,
960,El Pez Hotel Tulum,Tulúm,PEZ,,,,
961,Puerta Zama Tulum,Tulúm,PUERTA,,,,
962,Sunscape Akumal Beach Resorts & Spa,Tulúm,SUNAKUMAL,,,,
963,The Beach Tulum Hotel,Tulúm,THEBE,,,,
964,Villa Pescadores,Tulúm,VILLA,,,,
965,Serenity Eco Luxury Tented Camp,Puerto Aventuras,SERLUTE,,,,
966,Maya Villa Condo Hotel & Beachclub,Playa del Carmen,MAVIL,,,,
967,Hotel Nina,Playa del Carmen,NINA,,,,
968,Now Natura Riviera Cancun,Puerto Morelos,NOWNAT,,,,
969,Mereva Tulum,Tulúm,MEREVA,,,,
970,Mezzanine Hotel Tulum,Tulúm,MEZZA,,,,
971,Mi Amor Hotel Tulum,Tulúm,MIAMO,,,,
972,Nômade,Tulúm,NOMAD,,,,
973,Hotel Boutique La Morena,Cancún,MORENA,,,,
974,Casa Luca Condo,Playa del Carmen,LUCA,,,,
975,La Leyenda Boutique Hotel Bunik,Playa del Carmen,LBUNIK,,,,
976,Nahil Condos Akumal,Tulúm,NAHIL,,,,
977,Gamma Cancun Centro,Cancún,GAMMA,,,,
978,Pa Xa Mama Hotel Boutique,,,,,,
,Cancún,PAXAMA,,,,,
979,Margaritaville Island Reserve Riviera Maya,Puerto Morelos,MARGAVI,,,,
980,Catalonia Costa Mujeres All Suites & Spa,Playa Mujeres,CATACOSTA,,,,
981,Dreams Natura Resort & Spa,Puerto Morelos,DREAMSNT,,,,
982,Seadust Cancun Family Resort,Cancún,GREATP,,,,
983,My Way Boutique Hotel Tulum,Tulúm,MYWAY,,,,
984,Dreams Vista Cancun Resort & SPA,Cancún,DREVIC,,,,
985,Majestic Elegance Costa Mujeres,Playa Mujeres,MAJESTIC,,,,
986,Estudio Playa Mujeres,Playa Mujeres,ESTUDIOPM,,,,
987,Casa Violeta,Tulúm,VIOLETA,,,,
988,Nickelodeon Riviera Maya,Puerto Morelos,NICK,,,,
989,"Singular Joy, Residence Hotel",Playa del Carmen,SINGJOY,,,,
990,Planet Hollywood Adult Scene Cancun,Playa Mujeres,PLANETH,,,,
991,Barcelo Maya Riviera,Puerto Aventuras,BARCERIV,,,,
1005,Occidental Allegro Cozumel,Cozumel Zona B,DIAD1,,,,
1006,Secrets Riviera Cancun Resort & Spa,Puerto Morelos,SECRETRV,,,,
1007,"Palmaïa, The House of AïA",Playa del Carmen,PALMAIA,,,,
1008,Le Monde,Cancún,LEMON,,,,
1009,The Yucatan Resort,Playa del Carmen,TYUCR,,,,
1010,Hotel Xcaret Arte,Playa del Carmen,XCARETARTE,,,,
1011,City Exprerss,Playa del Carmen,CITYP,,,,
1012,The Villas at Grand Residences,Puerto Morelos,VILLASRIV,,,,
1013,Hotel NH Cancun Airport,Cancún,NHCANCUN,,,,
1016,Hyatt Ziva Riviera Cancun,Puerto Morelos,HYARIV,,,,
1036,El Ganzo,Puerto Los Cabos,GANZO,,,,
1037,Secrets Puerto Los Cabos,Puerto Los Cabos,SEPUCA,,,,
1038,JW Marriott Los Cabos Beach Resort & Spa,Puerto Los Cabos,HWMA,,,,
1039,El Encanto Inn,Puerto Los Cabos,ENIN,,,,
1057,Hotel Diamante Cabo San Lucas,Zona Diamante,DIACO,,,,
1058,Hard Rock Hotel,Zona Diamante,HARDRH,,,,
1059,Nobu Resort,Zona Diamante,NOBU,,,,
1060,Mundo Imperial Resort,Zona Diamante Acapulco,MUNI,,,,
1061,Canaima Acapulco,Zona Diamante Acapulco,CANAI,,,,
1062,Holiday Inn La Isla,Zona Diamante Acapulco,HOLIS,,,,
1063,Ocean Breeze,Zona Diamante Acapulco,BREE,,,,
1064,Chapul Inn Hotel and Suites,Zona Diamante Acapulco,CHAPU,,,,
1065,Villamar Princesa Suites,Zona Diamante Acapulco,PRISU,,,,
1066,Fairmont Acapulco Princess,Zona Diamante Acapulco,FAIRAC,,,,
1067,Fairmont Pierre Marques,Zona Diamante Acapulco,FAIPI,,,,
1068,Las Brisas Acapulco,Zona Diamante Acapulco,BRIAC,,,,
1069,Grand Hotel Acapulco,Zona Dorada Acapulco,HOTACA,,,,
1070,Casa Inn,Zona Dorada Acapulco,CAIN,,,,
1071,El Hotelito de las Estrellas,Zona Dorada Acapulco,HOTEES,,,,
1073,Club Marbella,Zona Dorada Acapulco,CMAR,,,,
1074,Hotel Nilo,Zona Dorada Acapulco,NILO,,,,
1075,Hotel and Spa Sol y Luna,Zona Dorada Acapulco,SPAS,,,,
1076,Hotel Costa Azul,Zona Dorada Acapulco,COSTAZ,,,,
1077,Hotel Acapulco Turquesa,Zona Dorada Acapulco,ACATU,,,,
1078,Hotel Suites Fairway 4,Zona Dorada Acapulco,FAIRW,,,,
1079,Real Bananas,Zona Dorada Acapulco,BANAN,,,,
1080,Copacabana Acapulco,Zona Dorada Acapulco,COPAC,,,,
1081,El Cano,Zona Dorada Acapulco,CANO,,,,
1082,Acapulco Malibu,Zona Dorada Acapulco,MALIBU,,,,
1083,Calinda Beach Acapulco,Zona Dorada Acapulco,CALIN,,,,
1084,Las Torres Gemelas,Zona Dorada Acapulco,TOGE,,,,
1085,El Presidente Acapulco,Zona Dorada Acapulco,PRESI,,,,
1086,Holiday Inn Resort,Zona Dorada Acapulco,HOINR,,,,
1087,Fiesta Americana Villas Acapulco,Zona Dorada Acapulco,FIAV,,,,
1088,Hotel Aca Sol y Mar,Zona Dorada Acapulco,ACAS,,,,
1089,Condesa Americana Acapulco,Zona Dorada Acapulco,CONAA,,,,
1090,Romano Palace,Zona Dorada Acapulco,ROPA,,,,
1091,Acapulco Tortuga,Zona Dorada Acapulco,ACAT,,,,
1092,Panoramic,Zona Dorada Acapulco,PANO,,,,
1093,Emporio Acapulco,Zona Dorada Acapulco,EMPA,,,,
1094,Playa Suites Acapulco,Zona Dorada Acapulco,PLSAC,,,,
1095,Hacienda Maria Eugenia,Zona Dorada Acapulco,HAMA,,,,
1096,Bali Hai,Zona Dorada Acapulco,BALI,,,,
1097,Sands Acapulco,Zona Dorada Acapulco,SANAC,,,,
1098,Hotel Suites Jazmin,Zona Dorada Acapulco,JAZM,,,,
1099,Sirena del Mar,Zona Dorada Acapulco,SIREN,,,,
1100,Hotel Delfines,Zona Dorada Acapulco,HODEL,,,,
1101,Crowne Plaza Acapulco,Zona Dorada Acapulco,CRPL,,,,
1102,Club del Sol Acapulco,Zona Dorada Acapulco,CLSO,,,,
1103,Villas La Lupita,Zona Dorada Acapulco,VILU,,,,
1104,Maralisa Hotel & Beach Club,Zona Dorada Acapulco,MAHO,,,,
1106,Krystal Beach,Zona Dorada Acapulco,KRYB,,,,
1107,Ritz AutoHotel,Zona Dorada Acapulco,RITZ,,,,
1108,Hotel Itto,Zona Dorada Acapulco,ITTO,,,,
1109,Agua Azul la Villa,Bahia de Conejos,AGUAZ,,,,
1110,Celeste Beach Residences & Spa,Bahia de Conejos,CELEBE,,,,
1112,Secrets Huatulco Resort & Spa,Bahia de Conejos,SEHU,,,,
1113,Ventana del Mar,Bahia de Conejos,VEMA,,,,
1114,Villas Fa-Sol,Bahia de Conejos,VIFA,,,,
1115,Villas Paraíso Huatulco,Bahia de Conejos,VIPAH,,,,
1116,Barceló Huatulco,Bahía de Tangolunda,BARH,,,,
1117,Camino Real Zaashila,Bahía de Tangolunda,CARE,,,,
1118,Dreams Huatulco,Bahía de Tangolunda,DREHU,,,,
1119,Hotel Casa Blanca del Sol Tangolunda,Bahía de Tangolunda,BSTA,,,,
1120,Hotel Casa del Mar,Bahía de Tangolunda,CAMAR,,,,
1121,Hotel Plaza Huatulco,Bahía de Tangolunda,PLAHU,,,,
1122,Hotel Plaza Huatulco Bungalows,Bahía de Tangolunda,HPH,,,,
1123,Hotel Plaza Tangolunda,Bahía de Tangolunda,TANGO,,,,
1124,Hotel Suite Las Valkirias,Bahía de Tangolunda,VALKI,,,,
1125,Hotel Villas Coral,Bahía de Tangolunda,VCORA,,,,
1126,Isla Natura Beach Huatulco,Bahía de Tangolunda,INBH,,,,
1127,Las Brisas Huatulco,Bahía de Tangolunda,BRISAH,,,,
1128,Park Royal Beach Huatulco,Bahía de Tangolunda,PRBH,,,,
1129,Punta Gaviota,Bahía de Tangolunda,PGAVI,,,,
1130,Quinta Real Huatulco,Bahía de Tangolunda,QUIRE,,,,
1131,Villas & Resort Luz de Luna,Bahía de Tangolunda,VIREL,,,,
1132,Villas Fasol Huatulco,Bahía de Tangolunda,VIFAH,,,,
1133,Villas Maria Isabel,Bahía de Tangolunda,VIMA,,,,
1134,Villas Paraiso Pool Side by Villas HK28,Bahía de Tangolunda,VIPAP,,,,
1135,Vintage Hotel,Bahía de Tangolunda,VINTE,,,,
1137,AM Hotel & Plaza,La Crucesita,AMHO,,,,
1138,Azul Sirena Huatulco,La Crucesita,AZSI,,,,
